texte,categorie,label,type_document,anonymized
"[DONNEES] Charte de confidentialité : comment nous traitons vos données personnelles collectées sur notre site web institutionnel. Conformément à la législation en vigueur, vous disposez d'un droit d'accès et de rectification.",Publique,C1,Politique de confidentialité publique,True
"[DONNEES] Charte de confidentialité : comment nous traitons vos données personnelles collectées sur notre site web institutionnel. Conformément à la législation en vigueur, vous disposez d'un droit d'accès et de rectification.",Publique,C1,Politique de confidentialité publique,True
"Fiche de prélèvement bancaire [ORGANISATION] : [PERSONNE], [IDENTIFIANT] TN594007129899790117621, [IDENTIFIANT] [IDENTIFIANT], Tél: +216 55 919 001. Toute copie, impression ou diffusion nécessite une validation préalable.",Finance,C4,Coordonnées bancaires client,True
[DONNEES] Guide de santé publique : comment prévenir les maladies saisonnières. Des conseils simples pour renforcer votre système immunitaire cet hiver.,Publique,C1,Conseils prévention et santé,True
"Simulation de tarif pour une assurance auto [ORGANISATION]. Client : [PERSONNE]. Véhicule de tourisme, usage privé. Montant de la cotisation annuelle estimé à 22 900 TND. Valable 30 jours.",Finance,C3,Devis et simulation assurance,True
"CERTIFICAT MÉDICAL — Je soussigné(e) Dr. [PERSONNE], certifie avoir examiné ce jour M./[PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) et constate un état de santé nécessitant un repos de 3 jours. Établi à Gabès le 12/03/2026. Ce document est couvert par le secret médical. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Medicale,C4,Certificat médical,True
"[DONNEES] Charte de confidentialité : comment nous traitons vos données personnelles collectées sur notre site web institutionnel. Conformément à la législation en vigueur, vous disposez d'un droit d'accès et de rectification.",Publique,C1,Politique de confidentialité publique,True
"Package de rémunération du comité exécutif, [PERSONNE] inclus, montant total 7 800 TND. Diffusion strictement limitée à la direction générale. Information de niveau hautement confidentiel, soumise au secret professionnel.",Finance,C4,Rémunération dirigeant,True
"Formulaire de souscription assurance vie. Souscripteur : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: +216 28 266 435). Bénéficiaire désigné en cas de décès : conjoint(e). Reçu le 12/03/2026.",Personnelles,C3,Demande de souscription contrat,True
"Fiche de prélèvement bancaire [ORGANISATION] : [PERSONNE], [IDENTIFIANT] TN594808037217887844150, [IDENTIFIANT] [IDENTIFIANT], [CONTACT]. Toute copie, impression ou diffusion nécessite une validation préalable.",Finance,C4,Coordonnées bancaires client,True
"[DONNEES] Retrouvez notre actualité et nos communiqués officiels sur notre site internet, librement accessibles à tous.",Publique,C1,Communiqué de presse,True
"Rapport d'évaluation médicale - Médecin conseil : Dr. [PERSONNE]. Assuré : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél : (+216) 27.404.909). Examen médical du dossier de sinistre SIN-2026879. Conclusion : grippe saisonnière, incapacité de 3 jours à valider. Soumis au secret médical strict. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Rapport médical médecin conseil,True
"Présentation de notre mission, de nos valeurs et de notre histoire, publiée sur la page d'accueil de notre site institutionnel [ORGANISATION].",Publique,C1,Page site web institutionnel,True
"Compte-rendu de la réunion du [SERVICE] Production du 18/11/2026 : points abordés, décisions prises et actions à suivre par l'équipe.",RH,C2,Compte-rendu de réunion d'équipe,True
"Rapport d'expertise médicale confidentiel rédigé par Dr. [PERSONNE], médecin conseil de [ORGANISATION]. Suite à l'examen de l'assuré [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) après son accident du 30/09/2025. Diagnostic : hypertension artérielle entraînant une incapacité permanente partielle. Destiné exclusivement au [SERVICE] médical. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Rapport médical médecin conseil,True
"Rémunération globale du dirigeant [PERSONNE] pour l'exercice en cours : 12 500 TND. Cette information est réservée aux membres du conseil d'administration. Toute copie, impression ou diffusion nécessite une validation préalable.",Finance,C4,Rémunération dirigeant,True
"[DONNEES] Offre d'emploi ouverte à candidature : poste à pourvoir au sein de l'équipe Production, annonce publiée sur les plateformes de recrutement tunisiennes.",Publique,C1,Offre d'emploi publiée,True
"Rapport d'évaluation médicale - Médecin conseil : Dr. [PERSONNE]. Assuré : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél : +216 59 831 145). Examen médical du dossier de sinistre SIN-2026409. Conclusion : grippe saisonnière, incapacité de 10 jours à valider. Soumis au secret médical strict. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Medicale,C4,Rapport médical médecin conseil,True
Police d'assurance habitation n° POL-357371 - Conditions particulières. Assuré : [PERSONNE] (Nabeul). Franchise générale de 7 800 TND par sinistre. Document contractuel confidentiel.,Personnelles,C3,Conditions particulières de police,True
"Relevé de facturation du client [PERSONNE], montant total 1 850 TND, à traiter exclusivement par le [SERVICE] comptabilité.",Finance,C3,Facture client,True
Facture n° 2026-12/03/2026 émise au nom de [PERSONNE] pour un montant de 48 000 TND. Coordonnées de paiement : [IDENTIFIANT] TN593101543978157341591.,Finance,C3,Facture client,True
"[DONNEES] Offre d'emploi ouverte à candidature : poste à pourvoir au sein de l'équipe R&D, annonce publiée sur les plateformes de recrutement tunisiennes.",Publique,C1,Offre d'emploi publiée,True
Facture n° 2026-22/01/2026 émise au nom de [PERSONNE] pour un montant de 150 000 TND. Coordonnées de paiement : [IDENTIFIANT] TN590309092005626070247.,Finance,C3,Facture client,True
"[DONNEES] Charte de confidentialité : comment nous traitons vos données personnelles collectées sur notre site web institutionnel. Conformément à la législation en vigueur, vous disposez d'un droit d'accès et de rectification.",Publique,C1,Politique de confidentialité publique,True
"[DONNEES] Tout savoir sur l'assurance habitation : garanties obligatoires, franchises et options disponibles pour protéger votre logement et votre famille.",Publique,C1,Guide assurance auto/habitation,True
"[DONNEES] Projet d'acquisition en cours de négociation avec une société concurrente, montant envisagé 12 500 TND. Ce dossier ne doit être consulté que par les membres du comité exécutif jusqu'à son annonce officielle. Information de niveau hautement confidentiel, soumise au secret professionnel.",Strategique,C4,Plan de fusion-acquisition,True
"Rapport d'expertise sinistre pour [PERSONNE], référence SIN-2024046. Coordonnées : (+216) 24.079.352, Tunis. Document contenant des données personnelles et financières sensibles.",Personnelles,C3,Déclaration sinistre assurance,True
"[DONNEES] Offre d'emploi ouverte à candidature : poste à pourvoir au sein de l'équipe Souscription, annonce publiée sur les plateformes de recrutement tunisiennes.",Publique,C1,Offre d'emploi publiée,True
"Demande d'adhésion au contrat d'assurance groupe [ORGANISATION]. Adhérent : [PERSONNE], résidant à Sousse. [IDENTIFIANT] : [IDENTIFIANT], Tél : +216 78 713 202. Signature requise pour finaliser la souscription.",Personnelles,C3,Demande de souscription contrat,True
Politique de confidentialité et cookies de [ORGANISATION]. Nous attachons une grande importance à la protection de vos données personnelles et au respect du RGPD.,Publique,C1,Politique de confidentialité publique,True
"Simulation de tarif pour une assurance auto [ORGANISATION]. Client : [PERSONNE]. Véhicule de tourisme, usage privé. Montant de la cotisation annuelle estimé à 1 850 TND. Valable 30 jours.",Finance,C3,Devis et simulation assurance,True
"[DONNEES] Offre d'emploi ouverte à candidature : poste à pourvoir au sein de l'équipe R&D, annonce publiée sur les plateformes de recrutement tunisiennes.",Publique,C1,Offre d'emploi publiée,True
"Compte-rendu médical concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]), établi le 12/03/2026 par Dr. [PERSONNE]. Ce document relève du secret médical et ne peut être consulté que par le personnel de santé autorisé. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Dossier médical complet,True
"[DONNEES] Procédure judiciaire en cours concernant un différend avec un partenaire industriel. Les pièces de ce dossier ne peuvent être communiquées qu'aux avocats mandatés et à la direction générale. Toute copie, impression ou diffusion nécessite une validation préalable.",Juridique,C4,Litige juridique majeur,True
Avis d'échéance [ORGANISATION]. Client : [PERSONNE]. Police n° POL-145910. Cotisation due pour la période du 05/06/2026 : 12 500 TND. À régler par prélèvement sur votre compte [IDENTIFIANT] TN597005104730802821311.,Finance,C3,Avis d'échéance et appel de cotisations,True
Organisation des congés et astreintes du [SERVICE] Sinistres jusqu'au 30/09/2025.,RH,C2,Planning d'équipe,True
Le présent contrat fixe les conditions d'emploi de [PERSONNE] au sein du [SERVICE] Logistique. Sa diffusion est strictement réservée aux ressources humaines et à l'intéressé(e).,RH,C3,Contrat de travail,True
Ordonnance médicale concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Traitement prescrit le 18/11/2026 par Dr. [PERSONNE]. Ce document ne peut être consulté que par le personnel médical habilité et le pharmacien. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.,Medicale,C4,Ordonnance médicale,True
"Attestation [ORGANISME] — Bénéficiaire : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Numéro d'affiliation : 4125616G/P/M/000. Prise en charge médicale pour hypertension artérielle. Document contenant des données de santé protégées. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Attestation CNAM / mutuelle,True
"Arrêt de travail médical — [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], [IDENTIFIANT] 5097949G/A/M/000). Durée : 15 jours à compter du 05/06/2026. Motif : lombalgie chronique. À transmettre uniquement au [SERVICE] RH dans le respect du secret médical. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Arrêt maladie,True
"Relevé d'identité bancaire [ORGANISATION] : titulaire [PERSONNE], banque STB, [IDENTIFIANT] 24614122580484951105, [IDENTIFIANT] TN590507937602885529800. Ne pas transmettre par messagerie non sécurisée. Information de niveau hautement confidentiel, soumise au secret professionnel.",Finance,C4,Attestation bancaire (RIB tunisien),True
"Relevé de facturation du client [PERSONNE], montant total 7 800 TND, à traiter exclusivement par le [SERVICE] comptabilité.",Finance,C3,Facture client,True
"[DONNEES] Découvrez notre engagement en matière de responsabilité sociétale à Gabès, à retrouver sur notre site web ouvert à tous les visiteurs.",Publique,C1,Page site web institutionnel,True
"Conditions particulières du contrat d'assurance auto n° POL-901588 souscrit par [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: +216-75-449-916). Date d'effet : 22/01/2026. Garanties : Responsabilité Civile, Vol et Incendie.",Personnelles,C3,Conditions particulières de police,True
"Arrêt de travail médical — [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], [IDENTIFIANT] 4545050X/P/N/000). Durée : 30 jours à compter du 30/09/2025. Motif : lombalgie chronique. À transmettre uniquement au [SERVICE] RH dans le respect du secret médical. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Medicale,C4,Arrêt maladie,True
"Accord commercial conclu entre [ORGANISATION] et un partenaire industriel, portant sur une prestation d'un montant de 48 000 TND. Les termes de cet accord ne peuvent être divulgués sans autorisation.",Juridique,C3,Contrat commercial,True
"[DONNEES] Projet d'acquisition en cours de négociation avec un partenaire industriel, montant envisagé 22 900 TND. Ce dossier ne doit être consulté que par les membres du comité exécutif jusqu'à son annonce officielle. Toute copie, impression ou diffusion nécessite une validation préalable.",Strategique,C4,Plan de fusion-acquisition,True
"Déclaration de sinistre n° SIN-2026167 — Assuré : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: (+216) 73.790.336). Police POL-396070. Montant réclamé : 12 500 TND. Dossier à traiter par le [SERVICE] Sinistres.",Personnelles,C3,Déclaration sinistre assurance,True
"Rapport d'expertise médicale confidentiel rédigé par Dr. [PERSONNE], médecin conseil de [ORGANISATION]. Suite à l'examen de l'assuré [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) après son accident du 12/03/2026. Diagnostic : lombalgie chronique entraînant une incapacité permanente partielle. Destiné exclusivement au [SERVICE] médical. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Rapport médical médecin conseil,True
"Bulletin de salaire de [PERSONNE] pour le mois en cours, [SERVICE] Achats. Montant net à payer : 48 000 TND. Document personnel ne pouvant être partagé sans consentement.",Finance,C3,Bulletin de paie,True
